REC_NUM,REC_TYPE,INV_NUM,INV_DATE,PAYER_ACC,PAYER_COMPANY,PAYER_ATTN,PAYER_ADDR,PAYER_CITY,PAYER_PROV,PAYER_POSTAL_CODE,PAYER_COUNTRY,INV_NET_AMT,INV_GST,INV_PST,INV_QST,INV_HST,INV_HST_BC,INV_HST_NB,INV_HST_NL,INV_HST_NS,INV_HST_ON,INV_TOTAL_AMT,CURRENCY,INV_DUE_DATE,NUM_OF_DETAIL_REC,NUM_OF_SHIPMENTS,NUM_OF_PCS,NUM_OF_PREPAID_ SHIPMENTS,PREPAID_ AMT,NUM_OF_COLLECT_ SHIPMENTS,COLLECT_AMT,NUM_OF_3RDPARTY_ SHIPMENTS,3RDPARTY_AMT,NUM_OF_ACCESSORIAL,ACCESSORIAL_AMT,FUEL_AMT,MAIL-TO_COMPANY,MAIL-TO_ATTN,MAIL-TO_ADDR1,MAIL-TO_ADDR2,MAIL-TO_CITY,MAIL-TO_PROV,MAIL-TO_POSTAL_CODE,MAIL-TO_COUNTRY,REMIT-TO_COMPANY,REMIT-TO_ADDR1,REMIT-TO_ADDR2,REMIT-TO_CITY,REMIT-TO_PROV,REMIT-TO_POSTAL_CODE,REMIT-TO_COUNTRY,SOLD-TO_ACC,SOLD-TO_COMPANY,SOLD-TO_ATTN,SOLD-TO_ADDR,SOLD-TO_CITY,SOLD-TO_PROV,SOLD-TO_POSTAL_CODE,SOLD-TO_COUNTRY,SOLD-TO_NET_AMT,SOLD-TO_GST,SOLD-TO_PST,SOLD-TO_QST,SOLD-TO_HST,SOLD-TO_HST_BC,SOLD-TO_HST_NB,SOLD-TO_HST_NL,SOLD-TO_HST_NS,SOLD-TO_HST_ON,SOLD-TO_TOTAL_AMT,SOLD-TO_NUM_OF_SHIPMENTS,SOLD-TO_NUM_OF_PCS,SOLD-TO_SHIPMENT_NET_AMT,SOLD-TO_AC_NET_AMT,SOLD-TO_FUEL_AMT,SOLD-TO_CONTRACT,SHIPPING_METHOD,SERVICE_DATE,BOL_MNFST_NUM,SHIPMENT_PIN,LINE_ITEM,SHIPPING_METHOD_DESC,BOL_MNFST_FLAG,ACTUAL_PRODUCT_NUM,ACTUAL_PRODUCT_DESC,ACTUAL_WGT,ACTUAL_WGT_UOM,METHOD_OF_PAYMENT,PIECES,DECLARED_PRODUCT_NUM,DECLARED_PRODUCT_DESC,DECLARED_WGT,DECLARED_WGT_UOM,RETURN_FLAG,CUSTOMER_REF1,CUSTOMER_REF2,CUSTOMER_REF3,CUSTOMER_REF4,CUSTOMER_REF5,SHIP-FROM_COMPANY,SHIP-FROM_ATTN,SHIP-FROM_ADDR,SHIP-FROM_CITY,SHIP-FROM_PROV,SHIP-FROM_POSTAL_CODE,SHIP-FROM_COUNTRY,SHIP-TO_COMPANY,SHIP-TO_ATTN,SHIP-TO_ADDR,SHIP-TO_CITY,SHIP-TO_PROV,SHIP-TO_POSTAL_CODE,SHIP-TO_COUNTRY,SHIPMENT_BASE_AMT,SHIPMENT_GST,SHIPMENT_PST,SHIPMENT_QST,SHIPMENT_HST,SHIPMENT_TOTAL_AMT,CUBING_FACTOR_1,FUEL_SURCHARGE,DNGR_GOODS,DNGR_GOODS_ACTUAL_FLAG,DNGR_GOODS_DECLARED_FLAG,COS_SURCHARGE,COS_ACTUAL_FLAG,COS_DECLARED_FLAG,EXPRESS_CHEQUE,EC_ACTUAL_FLAG,EC_DECLARED_FLAG,SATURDAY_DELIVERY,SAT_DELIV_ACTUAL_FLAG,SAT_DELIV_DECLARED_FLAG,SATURDAY_PICKUP,SAT_PICKUP_ACTUAL_FLAG,SAT_PICKUP_DECLARED_FLAG,SPECIAL_HANDLING,SH_ACTUAL_FLAG,SH_DECLARED_FLAG,COLLECT_3RDPARTY_SURCHARGE,COLLECT_3RDPARTY_ACTUAL_FLAG,COLLECT_3RDPARTY_DECLARED_FLAG,DECLARED_VALUE_SURCHARGE,DV_ACTUAL_FLAG,DV_DECLARED_FLAG,MULTI_PIECE_SURCHARGE,RESIDENTIAL_DELIVERY_SURCHARGE,BEYOND_ORIGIN_SURCHARGE,BEYOND_DEST_SURCHARGE,MISSING_ACCOUNT_SURCHARGE,AIR_CARGO_NAVCAN_SURCHARGE,AIR_CARGO_FUEL_SURCHARGE,AIR_CARGO_DNGR_GD_SURCHARGE,AIR_CARGO_DNGR_GD_ACTUAL_FLAG,AIR_CARGO_DNGR_GD_DECLARED_FLAG,PIECE_PIN,PCS_ACTUAL_WGT,PCS_ACTUAL_WGT_UOM,ACTUAL_WGT_FLAG,ACTUAL_HEIGHT,ACTUAL_WIDTH,ACTUAL_LENGTH,ACTUAL_DIMENSION_UOM,PCS_DECLARED_WGT,PCS_DECLARED_WGT_UOM,PCS_DECLARED_HEIGHT,PCS_DECLARED_WIDTH,PCS_DECLARED_LENGTH,DECLARED_DIMENSION_UOM,SPECIAL_HANDLING_FLAG,RESIDENTIAL_PICKUP_SURCHARGE,RESIDENTIAL_SIGNATURE,MANUAL_SHPT_FEE,ORIGIN_ZONE_ID,RATE_CODE,ORIGIN_BEYOND_RATE_CODE,DEST_BEYOND_RATE_CODE,GST_HST_TAX_NUM,QST_TAX_NUM
28,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725657,329019725657,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,,,PP,,202,Purolator Express,,,N,ss13,ss13,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS13,REWEIGH  ME,11 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725657,4,LB,3,0,0,0,,1,LB,0,0,0,IN,N,,,,,,,,,
29,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725665,329019725665,1,Web Ship- Acct#,B,216,Purolator Express Pack 10:30AM,4,LB,PP,1,202,Purolator Express,1,LB,N,ss14,ss14,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS14,REWEIGH  ME,12 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,28.63,1.64,0,0,0,34.51,X,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
30,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725665,329019725665,1,Web Ship- Acct#,B,216,Purolator Express Pack 10:30AM,,,PP,,202,Purolator Express,,,N,ss14,ss14,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS14,REWEIGH  ME,12 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725665,4,LB,3,0,0,0,,1,LB,0,0,0,IN,N,,,,,,,,,
31,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725673,329019725673,1,Web Ship- Acct#,B,217,Purolator Express Pack,4,LB,PP,1,202,Purolator Express,1,LB,N,ss15,ss15,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS15,REWEIGH  ME,13 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,16.47,0.98,0,0,0,20.72,X,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
32,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725673,329019725673,1,Web Ship- Acct#,B,217,Purolator Express Pack,,,PP,,202,Purolator Express,,,N,ss15,ss15,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS15,REWEIGH  ME,13 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725673,4,LB,3,0,0,0,,1,LB,0,0,0,IN,N,,,,,,,,,
33,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725681,329019725681,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,0,LB,PP,1,202,Purolator Express,1,LB,N,ss16,ss16,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS16,REWEIGH  ME,14 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,22.36,1.3,0,0,0,27.4,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
34,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725681,329019725681,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,,,PP,,202,Purolator Express,,,N,ss16,ss16,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS16,REWEIGH  ME,14 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725681,0,LB,1,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
35,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725707,329019725707,1,Web Ship- Acct#,B,202,Purolator Express,1,LB,PP,1,202,Purolator Express,1,LB,N,ss18,ss18,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS18,REWEIGH  ME,16 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,11.39,0.71,0,0,0,14.96,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
36,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725707,329019725707,1,Web Ship- Acct#,B,202,Purolator Express,,,PP,,202,Purolator Express,,,N,ss18,ss18,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS18,REWEIGH  ME,16 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725707,1,LB,1,0,0,0,IN,1,LB,0,0,0,IN,N,,,,,,,,,
37,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725715,329019725715,1,Web Ship- Acct#,B,220,Purolator Express Box 9AM,7,LB,PP,1,202,Purolator Express,1,LB,N,ss19,ss19,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS19,REWEIGH  ME,17 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,39.13,2.21,0,0,0,46.42,X,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
38,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725715,329019725715,1,Web Ship- Acct#,B,220,Purolator Express Box 9AM,,,PP,,202,Purolator Express,,,N,ss19,ss19,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS19,REWEIGH  ME,17 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725715,7,LB,3,0,0,0,,1,LB,0,0,0,IN,N,,,,,,,,,
39,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725723,329019725723,1,Web Ship- Acct#,B,221,Purolator Express Box 10:30AM,7,LB,PP,1,202,Purolator Express,1,LB,N,ss20,ss20,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS20,REWEIGH  ME,18 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,33.63,1.91,0,0,0,40.18,X,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
40,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725723,329019725723,1,Web Ship- Acct#,B,221,Purolator Express Box 10:30AM,,,PP,,202,Purolator Express,,,N,ss20,ss20,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS20,REWEIGH  ME,18 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725723,7,LB,3,0,0,0,,1,LB,0,0,0,IN,N,,,,,,,,,
41,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725731,329019725731,1,Web Ship- Acct#,B,222,Purolator Express Box,7,LB,PP,1,202,Purolator Express,1,LB,N,ss21,ss21,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS21,REWEIGH  ME,19 HOWDEN RD,WINNIPEG,MB,R2J 1L5,CA,20.13,1.18,0,0,0,24.87,X,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
42,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725731,329019725731,1,Web Ship- Acct#,B,222,Purolator Express Box,,,PP,,202,Purolator Express,,,N,ss21,ss21,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS21,REWEIGH  ME,19 HOWDEN RD,WINNIPEG,MB,R2J 1L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725731,7,LB,3,0,0,0,,1,LB,0,0,0,IN,N,,,,,,,,,
43,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725749,329019725749,1,Web Ship- Acct#,B,200,Purolator Express 9AM,10,LB,PP,1,210,Purolator Express Envelope 9AM,0,LB,N,ss25,ss25,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS25,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,44.1,2.48,0,0,0,52.06,X,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
44,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725749,329019725749,1,Web Ship- Acct#,B,200,Purolator Express 9AM,,,PP,,210,Purolator Express Envelope 9AM,,,N,ss25,ss25,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS25,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725749,10,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
